Title,Release Date,Genres,Overview,Original Language,Vote Average,Vote Count,Popularity,TMDB ID
Open Season,9/27/2006,"Animation, Family, Adventure, Comedy",book domesticate bulb grizzly bear find strand wood day open season force rely elliot fast talk mule deer form unlikely friendship quickly rally forest animal form ragtag army hunter,en,6.165,2837,4.8553,7484
Jurassic Park III,7/18/2001,"Adventure, Action, Thriller, Science Fiction",need fund research alan grant accept large sum money accompany paul amanda kirby aerial tour infamous islam sorta int long hell break loose stranded wayfarer fight survival host new deadly dinosaur try snack,en,6.165,7446,0.8776,331
Red's Dream,7/10/1987,"Animation, Family",life sole sale item clearance corner eben bike lonely red unicycle dream clown owner juggling act steal soon applause turn sound rainfall reality rush red resign sit corner await fate,en,6.164,342,0.8462,13926
Frontier(s),7/1/2007,"Drama, Horror, Action, Thriller",gang young thief flee paris violent aftermath political election hole inn run neonate,fr,6.2,751,1.3645,13492
Fritz the Cat,4/12/1972,"Animation, Comedy, Drama",swinge hypocritical college student cat raise hell satirical vision,en,6.2,354,1.1713,12593
The Hard Way,3/8/1991,"Action, Comedy, Crime",seek raise credibility actor land role tough cop new hollywood action star nick lang work deal new york city police capt brit chance fan nick pair detective john moss learn act like real cop nick drive john crazy question imitate get way johns pursuit serial killer,en,6.2,442,0.9831,11384
Just My Luck,5/12/2006,"Comedy, Drama, Family, Fantasy, Romance",manhattanite ashley know lucky woman chance encounter handout young man realize s swap fortune,en,6.164,1936,2.9167,10025
Welcome Mr. President!,3/21/2013,Comedy,small mountain village live man challenging giuseppe garibaldi italy father fatherland everybody nickname pop love fish company friend library work precarious employee optimistic person child accuse wannabe day mess politician amazing thing happen popping mistakenly elect president italian republic pull quiet life play role know obviously inappropriate common sense instinctive gesture incredibly effective etiquette trouble inflexible fascinating deputy secretary general presidency republic janis clement anxious avail attempt regulate unpredictable action president,it,6.163,690,0.427,178915
Turkish for Beginners,3/14/2012,Comedy,emergency landing deserted island suddenly traumatize anti authoritarian education lena schneider turkish super macho com stark fight survival initially com macho repulsive act lena jellyfish water sand bikini recognize time romantic core cool facade meet parent obdurate psychologist doris metis stark work find miss child generation involuntary turkish basic course beginner,de,6.163,371,0.9782,94562
Never Been Kissed,4/9/1999,"Romance, Comedy, Drama",josie geller baby face junior copywriter chicago sun times pose student high school research contemporary teenage culture help brother rob josie infiltrate inner circle popular clique campus hit major snag investigation mention fail love life fall dreamy english teacher sam coupon,en,6.163,1522,2.84,11355
Anything Else,8/27/2003,"Drama, Comedy, Romance",jerry talk aspire writer new york fall love sight free spirited young woman name amanda hear phrase life like soon find life unpredictable amanda int like,en,6.163,626,1.2918,10739
My Son,9/23/2021,"Thriller, Crime, Drama",mans son go miss travel town wife live search answer play man life cloud mystery mccoy give script dialogue,en,6.162,484,2.1883,750253
Pride and Prejudice and Zombies,2/4/2016,"Romance, Horror, Comedy, Thriller",zombie outbreak fall land imagining jane austen classic tale tangle relationship lover different social class century england feisty heroine elizabeth bennet master martial art weaponry handsome darcy fierce zombie killer epitome upper class prejudice zombie outbreak intensifie swallow pride join force blood soak battlefield order conquer undead,en,6.2,2216,2.8861,58431
S.W.A.T.,8/8/2003,"Action, Thriller, Crime",hondo harrison recruit jim street join elite unit los angeles police department seek member include tough duke kay single mon chris sanchez team big assignment escort crime boss alex motel prison routine motel offer huge reward break free criminal stripe step prize,en,6.162,2566,4.5787,9257
American Gigolo,2/1/1980,"Crime, Drama, Mystery",julian make lucrative living escort old woman los angeles area begin relationship michelle local politician wife expect pay client murder detective sunday begin pump detail different client reluctant consider nature work julian begin suspect s frame michelle begin fall love,en,6.162,685,2.8013,2768
The Haunting in Connecticut,3/27/2009,"Thriller, Horror",campbell family move upstate connecticut soon learn charming victorian home disturbing history house transform funeral parlour inconceivable act occur owner clairvoyant son jonah serve demonic messenger provide gateway spiritual entity crossover,en,6.161,1129,1.7831,18781
Tightrope,8/17/1984,"Mystery, Thriller, Crime, Horror",block detective case serial killer victim young pretty woman murder get personal killer choose victim acquaintance block daughter threaten,en,6.161,361,1.5101,11707
Conquest of the Planet of the Apes,6/29/1972,"Action, Science Fiction",futuristic world embrace ape slavery chimpanzee name caesar resurface year hiding authority prepare revolt humanity,en,6.161,1017,3.2243,1688
The Unknown Girl,10/5/2016,"Thriller, Drama, Crime",jenny young doctor feel guilty young woman refuse wind dead day later decide find girl police not identify young woman,fr,6.16,413,0.9221,340481
Dead Man Down,3/8/2013,"Thriller, Action, Crime, Drama",new york city crime lord right hand man seduce woman seek retribution,en,6.16,1483,2.6546,102362
"Tomorrow, When the War Began",8/8/2010,"Action, Adventure, Drama",ellie linton teen australian coastal town lead friend excursion camp deep wood dub hell return youth find town overrun enemy army friend family imprison hostile invader alert presence ellie friend band escape strike mysterious enemy,en,6.16,517,1.5883,43930
Shallow Hal,11/1/2001,"Comedy, Romance",take die father advice hal date embodiment female physical perfection change hal unexpected ruin self help guru tony robbin intrigue hal shallowness robbin hypnotize see beauty exist physically appeal woman hal soon fall rosemary realize gorgeous girlfriend actually 300poundnotsohottie,en,6.16,2971,5.1428,9889
Trapped,9/20/2002,"Action, Crime, Thriller, Drama",daughter abduct experienced kidnapper jenning turn table seemingly foolproof plan,en,6.2,588,1.9761,9039
The Prodigy,2/6/2019,"Horror, Thriller",mother concern young son disturb behavior think supernatural affect,en,6.2,1008,2.644,532671
Bright,12/22/2017,"Fantasy, Action, Thriller",alternate present day magical creature live la cop embroil prophesy turf battle,en,6.2,5759,2.3111,400106
On Chesil Beach,1/19/2018,"Drama, Romance",england young couple find idyllic romance collide issue sexual freedom societal pressure lead awkward fateful wedding night,en,6.159,369,0.9525,391714
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2/18/2016,"Action, Adventure, Drama",story lose love young love legendary sword opportunity redemption,en,6.159,675,2.718,263341
Everything Must Go,5/13/2011,"Comedy, Drama, Romance",alcoholic relapse cause lose wife job hold yard sale lawn attempt start new neighbour key return form,en,6.159,621,1.1366,45658
Jumper,2/13/2008,"Action, Adventure, Science Fiction",david rice man know boundary jumper bear uncanny ability teleport instantly earth discover like david thrust dangerous bloodthirsty war hunt sinister determined group zealot swear destroy jumper david extraordinary gift hope survival,en,6.159,5920,4.4392,8247
Blacklight,2/10/2022,"Action, Thriller, Adventure",travis block shadowy government agent specialize remove operative cover expose uncover deadly conspiracy rank reach high echelon power,en,6.161,1173,4.6658,823625
The Hunted,3/11/2003,"Drama, Action, Thriller, Crime",wilderness british columbia hunter track viciously murder aaron hall special operation instructor approach ask apprehend hall student go rogue suffer severe battle stress time kosovo,en,6.158,849,1.8709,10632
The Death and Life of Bobby Z,7/23/2007,"Drama, Action, Thriller, Crime",de agent provide marine tim learn way prison sentence impersonate bobby recently deceased drug dealer hostage switch crime lord negotiation awry learn flee son tow,en,6.158,381,1.2833,10425
The Quest,4/19/1996,"Action, Adventure, Drama",change hong ancient winner competition deadly fighter world employ spectacular feat martial art skill display order win prize golden dragon fight prowess chris triumph daunting foe,en,6.2,747,1.9893,9103
After the Sunset,11/12/2004,"Action, Comedy, Crime, Drama",fri agent suspicious master thief quietly enjoy retirement near big score career,en,6.157,790,1.7787,10589
Bedtime Stories,12/24/2008,"Fantasy, Comedy, Family, Romance",skeeter bronson down suck guy tell bedtime story niece nephew life turn upside fantastical story make entertainment inexplicably turn reality bewildered skeeter manage unruly fantasy outrageous character situation mind morph actual people event,en,6.157,2872,2.8718,10202
Wakefield,5/19/2017,Drama,mans nervous breakdown cause leave wife live attic month,en,6.156,420,1.3427,369894
Alien: Covenant,5/9/2017,"Horror, Science Fiction, Thriller",crew colony ship covenant bind remote planet far galaxy discover think uncharted paradise actually dark dangerous world,en,6.156,8959,5.9119,126889
Cars 2,6/11/2011,"Animation, Family, Adventure, Comedy",star race car lightning mcqueen pal mater head overseas compete world grand pix race road championship rocky mater get catch intriguing adventure international espionage,en,6.2,8088,10.1451,49013
Scooby-Doo! Curse of the Lake Monster,10/16/2010,"Mystery, Fantasy, Comedy, Adventure",scoop gang case mysterious lake monster start scare guest summer resort erie point fred daphne velma shaggy take seasonal job pay barn accidentally burn addition sneak suspicion romance air,en,6.156,516,2.4505,47533
Airheads,8/5/1994,"Comedy, Crime, Music",lone ranger heavy metal dream single demo tape not play solution hijack pm rock radio station hold deejay hostage agree broadcast band tape,en,6.156,768,1.7242,13595
Alien Resurrection,11/12/1997,"Science Fiction, Horror, Action",year ripley die group scientist clone hope breed ultimate weapon new ripley surprise new alien ripley team band smuggler creature reach earth,en,6.156,5212,5.21,8078
